,author_pair,co-paper_id,co-times,authors_paper_num,co-occurrence_val
5260,"('Gil V', 'Ma D')",[],0,"(1, 1)",0.0
5261,"('Gil V', 'Cheng Y')",[],0,"(1, 1)",0.0
5262,"('Gil V', 'Miao C')",[],0,"(1, 1)",0.0
5263,"('Gil V', 'Gao H')",[],0,"(1, 1)",0.0
5264,"('Gil V', 'Teufel M')",[],0,"(1, 1)",0.0
5265,"('Gil V', 'Dolling DI')",[6],1,"(1, 1)",1.0
5266,"('Gil V', 'Tonduti D')",[],0,"(1, 1)",0.0
5267,"('Gil V', 'Nushtaeva AA')",[],0,"(1, 1)",0.0
5268,"('Gil V', 'Yau M')",[],0,"(1, 1)",0.0
5269,"('Gil V', 'Catani L')",[],0,"(1, 1)",0.0
5270,"('Gil V', 'Zafeiriou Z')",[6],1,"(1, 1)",1.0
5271,"('Gil V', 'Ma X')",[],0,"(1, 1)",0.0
5272,"('Gil V', 'Avino M')",[],0,"(1, 1)",0.0
5273,"('Gil V', 'Yuan Y')",[],0,"(1, 1)",0.0
5274,"('Gil V', 'Ross P')",[],0,"(1, 1)",0.0
5275,"('Gil V', 'Zhu Y')",[],0,"(1, 1)",0.0
5276,"('Gil V', 'Perez-Lopez R')",[6],1,"(1, 1)",1.0
5277,"('Gil V', 'Breccia M')",[],0,"(1, 1)",0.0
5278,"('Gil V', 'Park SJ')",[],0,"(1, 1)",0.0
5279,"('Gil V', 'Crespo M')",[6],1,"(1, 1)",1.0
5280,"('Gil V', 'Gross O')",[],0,"(1, 1)",0.0
5281,"('Gil V', 'Tieghi A')",[],0,"(1, 1)",0.0
5282,"('Gil V', 'Pichiecchio A')",[],0,"(1, 1)",0.0
5283,"('Gil V', 'Bosi C')",[],0,"(1, 1)",0.0
5284,"('Gil V', 'Bonifacio M')",[],0,"(1, 1)",0.0
5285,"('Gil V', 'Polverelli N')",[],0,"(1, 1)",0.0
5286,"('Gil V', 'Savige J')",[],0,"(1, 1)",0.0
5287,"('Gil V', 'Bianchini D')",[6],1,"(1, 1)",1.0
5288,"('Gil V', 'Blanc JF')",[],0,"(1, 1)",0.0
5289,"('Gil V', 'Chen W')",[],0,"(1, 1)",0.0
5290,"('Gil V', 'Hunt J')",[6],1,"(1, 1)",1.0
5291,"('Gil V', 'Carecchio M')",[],0,"(1, 1)",0.0
5292,"('Gil V', 'Iurlo A')",[],0,"(1, 1)",0.0
5293,"('Gil V', 'Storey H.')",[],0,"(1, 1)",0.0
5294,"('Gil V', 'Ding C')",[],0,"(1, 1)",0.0
5295,"('Gil V', ""D'Adda M"")",[],0,"(1, 1)",0.0
5296,"('Gil V', 'Zhu J.')",[],0,"(1, 1)",0.0
5297,"('Gil V', 'Ye X')",[],0,"(1, 1)",0.0
5298,"('Gil V', 'Peck-Radosavljevic M')",[],0,"(1, 1)",0.0
5299,"('Gil V', 'Mari F')",[],0,"(1, 1)",0.0
5300,"('Gil V', 'Abruzzese E')",[],0,"(1, 1)",0.0
5301,"('Gil V', 'Crugnola M')",[],0,"(1, 1)",0.0
5302,"('Gil V', 'Huang C')",[],0,"(1, 1)",0.0
5303,"('Gil V', 'de Oliveira FM')",[6],1,"(1, 1)",1.0
5304,"('Gil V', 'Heidel F')",[],0,"(1, 1)",0.0
5305,"('Gil V', 'Shi Y')",[],0,"(1, 1)",0.0
5306,"('Gil V', 'Ryoo BY')",[],0,"(1, 1)",0.0
5307,"('Gil V', 'Yau T')",[],0,"(1, 1)",0.0
5308,"('Gil V', 'Seed G')",[6],1,"(1, 1)",1.0
5309,"('Gil V', 'Bertan C')",[6],1,"(1, 1)",1.0
5310,"('Gil V', 'Chiapparini L')",[],0,"(1, 1)",0.0
5311,"('Gil V', 'Xu J')",[],0,"(1, 1)",0.0
5312,"('Gil V', 'Miranda S')",[6],1,"(1, 1)",1.0
5313,"('Gil V', 'Quan L')",[],0,"(1, 1)",0.0
5314,"('Gil V', 'Ping G')",[],0,"(1, 1)",0.0
5315,"('Gil V', 'Juravlev ES')",[],0,"(1, 1)",0.0
5316,"('Gil V', 'Renieri A')",[],0,"(1, 1)",0.0
5317,"('Gil V', 'Xu YP')",[],0,"(1, 1)",0.0
5318,"('Gil V', 'Nava Rodrigues D')",[6],1,"(1, 1)",1.0
5319,"('Gil V', 'Flinter F')",[],0,"(1, 1)",0.0
5320,"('Gil V', 'Zhang Z.')",[],0,"(1, 1)",0.0
5321,"('Gil V', 'Gale DP')",[],0,"(1, 1)",0.0
5322,"('Gil V', 'Hu J')",[],0,"(1, 1)",0.0
5323,"('Gil V', 'Balahonova EA')",[],0,"(1, 1)",0.0
5324,"('Gil V', 'Shagam L')",[],0,"(1, 1)",0.0
5325,"('Gil V', 'Riisnaes R')",[6],1,"(1, 1)",1.0
5326,"('Gil V', 'Isidori A')",[],0,"(1, 1)",0.0
5327,"('Gil V', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(1, 1)",0.0
5328,"('Gil V', 'Menale B')",[],0,"(1, 1)",0.0
5329,"('Gil V', 'Stepanov GA')",[],0,"(1, 1)",0.0
5330,"('Gil V', 'Jiang Y')",[],0,"(1, 1)",0.0
5331,"('Gil V', 'Kocsis J')",[],0,"(1, 1)",0.0
5332,"('Gil V', 'Reale C')",[],0,"(1, 1)",0.0
5333,"('Gil V', 'Koval OA.')",[],0,"(1, 1)",0.0
5334,"('Gil V', 'Mazzaferro V')",[],0,"(1, 1)",0.0
5335,"('Gil V', 'Di Maio A')",[],0,"(1, 1)",0.0
5336,"('Gil V', 'Boysen G')",[6],1,"(1, 1)",1.0
5337,"('Gil V', 'Panteghini C')",[],0,"(1, 1)",0.0
5338,"('Gil V', 'Lin Y')",[],0,"(1, 1)",0.0
5339,"('Gil V', 'Christova R')",[6],1,"(1, 1)",1.0
5340,"('Gil V', 'Merle P')",[],0,"(1, 1)",0.0
5341,"('Gil V', 'Aziz S')",[6],1,"(1, 1)",1.0
5342,"('Gil V', 'Zhu G')",[],0,"(1, 1)",0.0
5343,"('Gil V', 'Choo SP')",[],0,"(1, 1)",0.0
5344,"('Gil V', 'Yin K')",[],0,"(1, 1)",0.0
5345,"('Gil V', 'Dao T')",[],0,"(1, 1)",0.0
5346,"('Gil V', 'Hoefele J')",[],0,"(1, 1)",0.0
5347,"('Gil V', 'Nagel M')",[],0,"(1, 1)",0.0
5348,"('Gil V', 'Figueiredo I')",[6],1,"(1, 1)",1.0
5349,"('Gil V', 'Sumanasuriya S')",[6],1,"(1, 1)",1.0
5350,"('Gil V', 'Ma YT')",[],0,"(1, 1)",0.0
5351,"('Gil V', 'Campistol J')",[],0,"(1, 1)",0.0
5352,"('Gil V', 'Tang D')",[],0,"(1, 1)",0.0
5353,"('Gil V', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
5354,"('Gil V', 'Sheng W')",[],0,"(1, 1)",0.0
5355,"('Gil V', 'Thongsawat S')",[],0,"(1, 1)",0.0
5356,"('Gil V', 'Lim HY')",[],0,"(1, 1)",0.0
5357,"('Gil V', 'Bergamaschi M')",[],0,"(1, 1)",0.0
5358,"('Gil V', 'Zhou Q')",[],0,"(1, 1)",0.0
5359,"('Gil V', 'Garavaglia B')",[],0,"(1, 1)",0.0
5360,"('Gil V', 'Zhang T')",[],0,"(1, 1)",0.0
5361,"('Gil V', 'Liang L')",[],0,"(1, 1)",0.0
5362,"('Gil V', 'Orcesi S.')",[],0,"(1, 1)",0.0
5363,"('Gil V', 'Kuligina EV')",[],0,"(1, 1)",0.0
5364,"('Gil V', 'Nardocci N')",[],0,"(1, 1)",0.0
5365,"('Gil V', 'Ding Y')",[],0,"(1, 1)",0.0
5366,"('Gil V', 'Palumbo GA')",[],0,"(1, 1)",0.0
5367,"('Gil V', 'Shi LP')",[],0,"(1, 1)",0.0
5368,"('Gil V', 'Huang Z')",[],0,"(1, 1)",0.0
5369,"('Gil V', 'Chuai S')",[],0,"(1, 1)",0.0
5370,"('Gil V', 'Torra R')",[],0,"(1, 1)",0.0
5371,"('Gil V', 'Liu S')",[],0,"(1, 1)",0.0
5372,"('Gil V', 'An T')",[],0,"(1, 1)",0.0
5373,"('Gil V', 'Guida M.')",[],0,"(1, 1)",0.0
5374,"('Gil V', 'Cao Y')",[],0,"(1, 1)",0.0
5375,"('Gil V', 'Huang W')",[],0,"(1, 1)",0.0
5376,"('Gil V', 'Zhao Q')",[],0,"(1, 1)",0.0
5377,"('Gil V', 'Cavazzini F')",[],0,"(1, 1)",0.0
5378,"('Gil V', 'Yeo W')",[],0,"(1, 1)",0.0
5379,"('Gil V', 'Brunak S')",[],0,"(1, 1)",0.0
5380,"('Gil V', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
5381,"('Gil V', 'Lamlertthon W')",[],0,"(1, 1)",0.0
5382,"('Gil V', 'Guo J')",[],0,"(1, 1)",0.0
5383,"('Gil V', 'Peng F')",[],0,"(1, 1)",0.0
5384,"('Gil V', 'Bartoletti D')",[],0,"(1, 1)",0.0
5385,"('Gil V', 'Hu R')",[],0,"(1, 1)",0.0
5386,"('Gil V', 'Ferreira A')",[6],1,"(1, 1)",1.0
5387,"('Gil V', 'Gerasimov AV')",[],0,"(1, 1)",0.0
5388,"('Gil V', 'Garosi G')",[],0,"(1, 1)",0.0
5389,"('Gil V', 'Song G')",[],0,"(1, 1)",0.0
5390,"('Gil V', 'Zhang M')",[],0,"(1, 1)",0.0
5391,"('Gil V', 'Zhou C')",[],0,"(1, 1)",0.0
5392,"('Gil V', 'Peng D')",[],0,"(1, 1)",0.0
5393,"('Gil V', 'Chen YM.')",[],0,"(1, 1)",0.0
5394,"('Gane EJ', 'Ars E')",[],0,"(1, 1)",0.0
5395,"('Gane EJ', 'Tiribelli M')",[],0,"(1, 1)",0.0
5396,"('Gane EJ', 'Sabattini E')",[],0,"(1, 1)",0.0
5397,"('Gane EJ', 'Wang J')",[],0,"(1, 1)",0.0
5398,"('Gane EJ', 'Cheng J.')",[],0,"(1, 1)",0.0
5399,"('Gane EJ', 'Benevolo G')",[],0,"(1, 1)",0.0
5400,"('Gane EJ', 'Kim Y')",[],0,"(1, 1)",0.0
5401,"('Gane EJ', 'Gu R')",[],0,"(1, 1)",0.0
5402,"('Gane EJ', 'Huang L')",[],0,"(1, 1)",0.0
5403,"('Gane EJ', 'Ariani F')",[],0,"(1, 1)",0.0
5404,"('Gane EJ', 'Bruttini M')",[],0,"(1, 1)",0.0
5405,"('Gane EJ', 'Garcia-Cazorla A')",[],0,"(1, 1)",0.0
5406,"('Gane EJ', 'Wu H')",[],0,"(1, 1)",0.0
5407,"('Gane EJ', 'Li J')",[],0,"(1, 1)",0.0
5408,"('Gane EJ', 'Sidorov SV')",[],0,"(1, 1)",0.0
5409,"('Gane EJ', 'Li H')",[],0,"(1, 1)",0.0
5410,"('Gane EJ', 'Martino B')",[],0,"(1, 1)",0.0
5411,"('Gane EJ', 'Chen G')",[],0,"(1, 1)",0.0
5412,"('Gane EJ', 'Richter VA')",[],0,"(1, 1)",0.0
5413,"('Gane EJ', 'Zheng J')",[],0,"(1, 1)",0.0
5414,"('Gane EJ', 'Ding J')",[],0,"(1, 1)",0.0
5415,"('Gane EJ', 'Palandri F')",[],0,"(1, 1)",0.0
5416,"('Gane EJ', 'Weiss KH')",[12],1,"(1, 1)",1.0
5417,"('Gane EJ', 'Yen CJ')",[12],1,"(1, 1)",1.0
5418,"('Gane EJ', 'Ma D')",[],0,"(1, 1)",0.0
5419,"('Gane EJ', 'Cheng Y')",[],0,"(1, 1)",0.0
5420,"('Gane EJ', 'Miao C')",[],0,"(1, 1)",0.0
5421,"('Gane EJ', 'Gao H')",[],0,"(1, 1)",0.0
5422,"('Gane EJ', 'Teufel M')",[12],1,"(1, 1)",1.0
5423,"('Gane EJ', 'Dolling DI')",[],0,"(1, 1)",0.0
5424,"('Gane EJ', 'Tonduti D')",[],0,"(1, 1)",0.0
5425,"('Gane EJ', 'Nushtaeva AA')",[],0,"(1, 1)",0.0
5426,"('Gane EJ', 'Yau M')",[],0,"(1, 1)",0.0
5427,"('Gane EJ', 'Catani L')",[],0,"(1, 1)",0.0
5428,"('Gane EJ', 'Zafeiriou Z')",[],0,"(1, 1)",0.0
5429,"('Gane EJ', 'Ma X')",[],0,"(1, 1)",0.0
5430,"('Gane EJ', 'Avino M')",[],0,"(1, 1)",0.0
5431,"('Gane EJ', 'Yuan Y')",[],0,"(1, 1)",0.0
5432,"('Gane EJ', 'Ross P')",[12],1,"(1, 1)",1.0
5433,"('Gane EJ', 'Zhu Y')",[],0,"(1, 1)",0.0
5434,"('Gane EJ', 'Perez-Lopez R')",[],0,"(1, 1)",0.0
5435,"('Gane EJ', 'Breccia M')",[],0,"(1, 1)",0.0
5436,"('Gane EJ', 'Park SJ')",[],0,"(1, 1)",0.0
5437,"('Gane EJ', 'Crespo M')",[],0,"(1, 1)",0.0
5438,"('Gane EJ', 'Gross O')",[],0,"(1, 1)",0.0
5439,"('Gane EJ', 'Tieghi A')",[],0,"(1, 1)",0.0
5440,"('Gane EJ', 'Pichiecchio A')",[],0,"(1, 1)",0.0
5441,"('Gane EJ', 'Bosi C')",[],0,"(1, 1)",0.0
5442,"('Gane EJ', 'Bonifacio M')",[],0,"(1, 1)",0.0
5443,"('Gane EJ', 'Polverelli N')",[],0,"(1, 1)",0.0
5444,"('Gane EJ', 'Savige J')",[],0,"(1, 1)",0.0
5445,"('Gane EJ', 'Bianchini D')",[],0,"(1, 1)",0.0
5446,"('Gane EJ', 'Blanc JF')",[12],1,"(1, 1)",1.0
5447,"('Gane EJ', 'Chen W')",[],0,"(1, 1)",0.0
5448,"('Gane EJ', 'Hunt J')",[],0,"(1, 1)",0.0
5449,"('Gane EJ', 'Carecchio M')",[],0,"(1, 1)",0.0
5450,"('Gane EJ', 'Iurlo A')",[],0,"(1, 1)",0.0
5451,"('Gane EJ', 'Storey H.')",[],0,"(1, 1)",0.0
5452,"('Gane EJ', 'Ding C')",[],0,"(1, 1)",0.0
5453,"('Gane EJ', ""D'Adda M"")",[],0,"(1, 1)",0.0
5454,"('Gane EJ', 'Zhu J.')",[],0,"(1, 1)",0.0
5455,"('Gane EJ', 'Ye X')",[],0,"(1, 1)",0.0
5456,"('Gane EJ', 'Peck-Radosavljevic M')",[12],1,"(1, 1)",1.0
5457,"('Gane EJ', 'Mari F')",[],0,"(1, 1)",0.0
5458,"('Gane EJ', 'Abruzzese E')",[],0,"(1, 1)",0.0
5459,"('Gane EJ', 'Crugnola M')",[],0,"(1, 1)",0.0
5460,"('Gane EJ', 'Huang C')",[],0,"(1, 1)",0.0
5461,"('Gane EJ', 'de Oliveira FM')",[],0,"(1, 1)",0.0
5462,"('Gane EJ', 'Heidel F')",[],0,"(1, 1)",0.0
5463,"('Gane EJ', 'Shi Y')",[],0,"(1, 1)",0.0
5464,"('Gane EJ', 'Ryoo BY')",[12],1,"(1, 1)",1.0
5465,"('Gane EJ', 'Yau T')",[12],1,"(1, 1)",1.0
5466,"('Gane EJ', 'Seed G')",[],0,"(1, 1)",0.0
5467,"('Gane EJ', 'Bertan C')",[],0,"(1, 1)",0.0
5468,"('Gane EJ', 'Chiapparini L')",[],0,"(1, 1)",0.0
5469,"('Gane EJ', 'Xu J')",[],0,"(1, 1)",0.0
5470,"('Gane EJ', 'Miranda S')",[],0,"(1, 1)",0.0
5471,"('Gane EJ', 'Quan L')",[],0,"(1, 1)",0.0
5472,"('Gane EJ', 'Ping G')",[],0,"(1, 1)",0.0
5473,"('Gane EJ', 'Juravlev ES')",[],0,"(1, 1)",0.0
5474,"('Gane EJ', 'Renieri A')",[],0,"(1, 1)",0.0
5475,"('Gane EJ', 'Xu YP')",[],0,"(1, 1)",0.0
5476,"('Gane EJ', 'Nava Rodrigues D')",[],0,"(1, 1)",0.0
5477,"('Gane EJ', 'Flinter F')",[],0,"(1, 1)",0.0
5478,"('Gane EJ', 'Zhang Z.')",[],0,"(1, 1)",0.0
5479,"('Gane EJ', 'Gale DP')",[],0,"(1, 1)",0.0
5480,"('Gane EJ', 'Hu J')",[],0,"(1, 1)",0.0
5481,"('Gane EJ', 'Balahonova EA')",[],0,"(1, 1)",0.0
5482,"('Gane EJ', 'Shagam L')",[],0,"(1, 1)",0.0
5483,"('Gane EJ', 'Riisnaes R')",[],0,"(1, 1)",0.0
5484,"('Gane EJ', 'Isidori A')",[],0,"(1, 1)",0.0
5485,"('Gane EJ', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(1, 1)",0.0
5486,"('Gane EJ', 'Menale B')",[],0,"(1, 1)",0.0
5487,"('Gane EJ', 'Stepanov GA')",[],0,"(1, 1)",0.0
5488,"('Gane EJ', 'Jiang Y')",[],0,"(1, 1)",0.0
5489,"('Gane EJ', 'Kocsis J')",[12],1,"(1, 1)",1.0
5490,"('Gane EJ', 'Reale C')",[],0,"(1, 1)",0.0
5491,"('Gane EJ', 'Koval OA.')",[],0,"(1, 1)",0.0
5492,"('Gane EJ', 'Mazzaferro V')",[12],1,"(1, 1)",1.0
5493,"('Gane EJ', 'Di Maio A')",[],0,"(1, 1)",0.0
5494,"('Gane EJ', 'Boysen G')",[],0,"(1, 1)",0.0
5495,"('Gane EJ', 'Panteghini C')",[],0,"(1, 1)",0.0
5496,"('Gane EJ', 'Lin Y')",[],0,"(1, 1)",0.0
5497,"('Gane EJ', 'Christova R')",[],0,"(1, 1)",0.0
5498,"('Gane EJ', 'Merle P')",[12],1,"(1, 1)",1.0
5499,"('Gane EJ', 'Aziz S')",[],0,"(1, 1)",0.0
5500,"('Gane EJ', 'Zhu G')",[],0,"(1, 1)",0.0
5501,"('Gane EJ', 'Choo SP')",[12],1,"(1, 1)",1.0
5502,"('Gane EJ', 'Yin K')",[],0,"(1, 1)",0.0
5503,"('Gane EJ', 'Dao T')",[12],1,"(1, 1)",1.0
5504,"('Gane EJ', 'Hoefele J')",[],0,"(1, 1)",0.0
5505,"('Gane EJ', 'Nagel M')",[],0,"(1, 1)",0.0
5506,"('Gane EJ', 'Figueiredo I')",[],0,"(1, 1)",0.0
5507,"('Gane EJ', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
5508,"('Gane EJ', 'Ma YT')",[12],1,"(1, 1)",1.0
5509,"('Gane EJ', 'Campistol J')",[],0,"(1, 1)",0.0
5510,"('Gane EJ', 'Tang D')",[],0,"(1, 1)",0.0
5511,"('Gane EJ', 'G\xc3\xa9rolami R')",[12],1,"(1, 1)",1.0
5512,"('Gane EJ', 'Sheng W')",[],0,"(1, 1)",0.0
5513,"('Gane EJ', 'Thongsawat S')",[12],1,"(1, 1)",1.0
5514,"('Gane EJ', 'Lim HY')",[12],1,"(1, 1)",1.0
5515,"('Gane EJ', 'Bergamaschi M')",[],0,"(1, 1)",0.0
5516,"('Gane EJ', 'Zhou Q')",[],0,"(1, 1)",0.0
5517,"('Gane EJ', 'Garavaglia B')",[],0,"(1, 1)",0.0
5518,"('Gane EJ', 'Zhang T')",[],0,"(1, 1)",0.0
5519,"('Gane EJ', 'Liang L')",[],0,"(1, 1)",0.0
5520,"('Gane EJ', 'Orcesi S.')",[],0,"(1, 1)",0.0
5521,"('Gane EJ', 'Kuligina EV')",[],0,"(1, 1)",0.0
5522,"('Gane EJ', 'Nardocci N')",[],0,"(1, 1)",0.0
5523,"('Gane EJ', 'Ding Y')",[],0,"(1, 1)",0.0
5524,"('Gane EJ', 'Palumbo GA')",[],0,"(1, 1)",0.0
5525,"('Gane EJ', 'Shi LP')",[],0,"(1, 1)",0.0
5526,"('Gane EJ', 'Huang Z')",[],0,"(1, 1)",0.0
5527,"('Gane EJ', 'Chuai S')",[],0,"(1, 1)",0.0
5528,"('Gane EJ', 'Torra R')",[],0,"(1, 1)",0.0
5529,"('Gane EJ', 'Liu S')",[],0,"(1, 1)",0.0
5530,"('Gane EJ', 'An T')",[],0,"(1, 1)",0.0
5531,"('Gane EJ', 'Guida M.')",[],0,"(1, 1)",0.0
5532,"('Gane EJ', 'Cao Y')",[],0,"(1, 1)",0.0
5533,"('Gane EJ', 'Huang W')",[],0,"(1, 1)",0.0
5534,"('Gane EJ', 'Zhao Q')",[],0,"(1, 1)",0.0
5535,"('Gane EJ', 'Cavazzini F')",[],0,"(1, 1)",0.0
5536,"('Gane EJ', 'Yeo W')",[12],1,"(1, 1)",1.0
5537,"('Gane EJ', 'Brunak S')",[],0,"(1, 1)",0.0
5538,"('Gane EJ', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
5539,"('Gane EJ', 'Lamlertthon W')",[12],1,"(1, 1)",1.0
5540,"('Gane EJ', 'Guo J')",[],0,"(1, 1)",0.0
5541,"('Gane EJ', 'Peng F')",[],0,"(1, 1)",0.0
5542,"('Gane EJ', 'Bartoletti D')",[],0,"(1, 1)",0.0
5543,"('Gane EJ', 'Hu R')",[],0,"(1, 1)",0.0
5544,"('Gane EJ', 'Ferreira A')",[],0,"(1, 1)",0.0
5545,"('Gane EJ', 'Gerasimov AV')",[],0,"(1, 1)",0.0
5546,"('Gane EJ', 'Garosi G')",[],0,"(1, 1)",0.0
5547,"('Gane EJ', 'Song G')",[],0,"(1, 1)",0.0
5548,"('Gane EJ', 'Zhang M')",[],0,"(1, 1)",0.0
5549,"('Gane EJ', 'Zhou C')",[],0,"(1, 1)",0.0
5550,"('Gane EJ', 'Peng D')",[],0,"(1, 1)",0.0
5551,"('Gane EJ', 'Chen YM.')",[],0,"(1, 1)",0.0
5552,"('Ars E', 'Tiribelli M')",[],0,"(1, 1)",0.0
5553,"('Ars E', 'Sabattini E')",[],0,"(1, 1)",0.0
5554,"('Ars E', 'Wang J')",[],0,"(1, 1)",0.0
5555,"('Ars E', 'Cheng J.')",[],0,"(1, 1)",0.0
5556,"('Ars E', 'Benevolo G')",[],0,"(1, 1)",0.0
5557,"('Ars E', 'Kim Y')",[],0,"(1, 1)",0.0
5558,"('Ars E', 'Gu R')",[],0,"(1, 1)",0.0
5559,"('Ars E', 'Huang L')",[],0,"(1, 1)",0.0
5560,"('Ars E', 'Ariani F')",[10],1,"(1, 1)",1.0
5561,"('Ars E', 'Bruttini M')",[10],1,"(1, 1)",1.0
5562,"('Ars E', 'Garcia-Cazorla A')",[],0,"(1, 1)",0.0
5563,"('Ars E', 'Wu H')",[],0,"(1, 1)",0.0
5564,"('Ars E', 'Li J')",[],0,"(1, 1)",0.0
5565,"('Ars E', 'Sidorov SV')",[],0,"(1, 1)",0.0
5566,"('Ars E', 'Li H')",[],0,"(1, 1)",0.0
5567,"('Ars E', 'Martino B')",[],0,"(1, 1)",0.0
5568,"('Ars E', 'Chen G')",[],0,"(1, 1)",0.0
5569,"('Ars E', 'Richter VA')",[],0,"(1, 1)",0.0
5570,"('Ars E', 'Zheng J')",[],0,"(1, 1)",0.0
5571,"('Ars E', 'Ding J')",[10],1,"(1, 1)",1.0
5572,"('Ars E', 'Palandri F')",[],0,"(1, 1)",0.0
5573,"('Ars E', 'Weiss KH')",[],0,"(1, 1)",0.0
5574,"('Ars E', 'Yen CJ')",[],0,"(1, 1)",0.0
5575,"('Ars E', 'Ma D')",[],0,"(1, 1)",0.0
5576,"('Ars E', 'Cheng Y')",[],0,"(1, 1)",0.0
5577,"('Ars E', 'Miao C')",[],0,"(1, 1)",0.0
5578,"('Ars E', 'Gao H')",[],0,"(1, 1)",0.0
5579,"('Ars E', 'Teufel M')",[],0,"(1, 1)",0.0
5580,"('Ars E', 'Dolling DI')",[],0,"(1, 1)",0.0
5581,"('Ars E', 'Tonduti D')",[],0,"(1, 1)",0.0
5582,"('Ars E', 'Nushtaeva AA')",[],0,"(1, 1)",0.0
5583,"('Ars E', 'Yau M')",[10],1,"(1, 1)",1.0
5584,"('Ars E', 'Catani L')",[],0,"(1, 1)",0.0
5585,"('Ars E', 'Zafeiriou Z')",[],0,"(1, 1)",0.0
5586,"('Ars E', 'Ma X')",[],0,"(1, 1)",0.0
5587,"('Ars E', 'Avino M')",[],0,"(1, 1)",0.0
5588,"('Ars E', 'Yuan Y')",[],0,"(1, 1)",0.0
5589,"('Ars E', 'Ross P')",[],0,"(1, 1)",0.0
5590,"('Ars E', 'Zhu Y')",[],0,"(1, 1)",0.0
5591,"('Ars E', 'Perez-Lopez R')",[],0,"(1, 1)",0.0
5592,"('Ars E', 'Breccia M')",[],0,"(1, 1)",0.0
5593,"('Ars E', 'Park SJ')",[],0,"(1, 1)",0.0
5594,"('Ars E', 'Crespo M')",[],0,"(1, 1)",0.0
5595,"('Ars E', 'Gross O')",[10],1,"(1, 1)",1.0
5596,"('Ars E', 'Tieghi A')",[],0,"(1, 1)",0.0
5597,"('Ars E', 'Pichiecchio A')",[],0,"(1, 1)",0.0
5598,"('Ars E', 'Bosi C')",[],0,"(1, 1)",0.0
5599,"('Ars E', 'Bonifacio M')",[],0,"(1, 1)",0.0
5600,"('Ars E', 'Polverelli N')",[],0,"(1, 1)",0.0
5601,"('Ars E', 'Savige J')",[10],1,"(1, 1)",1.0
5602,"('Ars E', 'Bianchini D')",[],0,"(1, 1)",0.0
5603,"('Ars E', 'Blanc JF')",[],0,"(1, 1)",0.0
5604,"('Ars E', 'Chen W')",[],0,"(1, 1)",0.0
5605,"('Ars E', 'Hunt J')",[],0,"(1, 1)",0.0
5606,"('Ars E', 'Carecchio M')",[],0,"(1, 1)",0.0
5607,"('Ars E', 'Iurlo A')",[],0,"(1, 1)",0.0
5608,"('Ars E', 'Storey H.')",[10],1,"(1, 1)",1.0
5609,"('Ars E', 'Ding C')",[],0,"(1, 1)",0.0
5610,"('Ars E', ""D'Adda M"")",[],0,"(1, 1)",0.0
5611,"('Ars E', 'Zhu J.')",[],0,"(1, 1)",0.0
5612,"('Ars E', 'Ye X')",[],0,"(1, 1)",0.0
5613,"('Ars E', 'Peck-Radosavljevic M')",[],0,"(1, 1)",0.0
5614,"('Ars E', 'Mari F')",[10],1,"(1, 1)",1.0
5615,"('Ars E', 'Abruzzese E')",[],0,"(1, 1)",0.0
5616,"('Ars E', 'Crugnola M')",[],0,"(1, 1)",0.0
5617,"('Ars E', 'Huang C')",[],0,"(1, 1)",0.0
5618,"('Ars E', 'de Oliveira FM')",[],0,"(1, 1)",0.0
5619,"('Ars E', 'Heidel F')",[],0,"(1, 1)",0.0
5620,"('Ars E', 'Shi Y')",[],0,"(1, 1)",0.0
5621,"('Ars E', 'Ryoo BY')",[],0,"(1, 1)",0.0
5622,"('Ars E', 'Yau T')",[],0,"(1, 1)",0.0
5623,"('Ars E', 'Seed G')",[],0,"(1, 1)",0.0
5624,"('Ars E', 'Bertan C')",[],0,"(1, 1)",0.0
5625,"('Ars E', 'Chiapparini L')",[],0,"(1, 1)",0.0
5626,"('Ars E', 'Xu J')",[],0,"(1, 1)",0.0
5627,"('Ars E', 'Miranda S')",[],0,"(1, 1)",0.0
5628,"('Ars E', 'Quan L')",[],0,"(1, 1)",0.0
5629,"('Ars E', 'Ping G')",[],0,"(1, 1)",0.0
5630,"('Ars E', 'Juravlev ES')",[],0,"(1, 1)",0.0
5631,"('Ars E', 'Renieri A')",[10],1,"(1, 1)",1.0
5632,"('Ars E', 'Xu YP')",[],0,"(1, 1)",0.0
5633,"('Ars E', 'Nava Rodrigues D')",[],0,"(1, 1)",0.0
5634,"('Ars E', 'Flinter F')",[10],1,"(1, 1)",1.0
5635,"('Ars E', 'Zhang Z.')",[],0,"(1, 1)",0.0
5636,"('Ars E', 'Gale DP')",[10],1,"(1, 1)",1.0
5637,"('Ars E', 'Hu J')",[],0,"(1, 1)",0.0
5638,"('Ars E', 'Balahonova EA')",[],0,"(1, 1)",0.0
5639,"('Ars E', 'Shagam L')",[10],1,"(1, 1)",1.0
